Query: NLB074925_01, Tunefamily: 10000_0, average precision:[1.0] 
Query: NLB176501_01, Tunefamily: 10358_0, average precision:[0.625] 
Query: NLB195364_01, Tunefamily: 10358_0, average precision:[0.8055555555555556] 
Query: NLB175734_01, Tunefamily: 10362_0, average precision:[0.3406729357768761] 
Query: NLB175834_01, Tunefamily: 10362_0, average precision:[0.3562057202833902] 
Query: NLB176756_01, Tunefamily: 10362_0, average precision:[0.3416776460254721] 
Query: NLB134798_01, Tunefamily: 10371_0, average precision:[1.0] 
Query: NLB134997_01, Tunefamily: 10371_0, average precision:[1.0] 
Query: NLB129777_01, Tunefamily: 10372_1, average precision:[0.5012391573729864] 
Query: NLB136842_01, Tunefamily: 10372_1, average precision:[0.5012531328320802] 
Query: NLB134853_01, Tunefamily: 10372_2, average precision:[1.0] 
Query: NLB134965_01, Tunefamily: 10372_2, average precision:[1.0] 
Query: NLB134830_01, Tunefamily: 10373_0, average precision:[0.11976068434747832] 
Query: NLB134832_01, Tunefamily: 10373_0, average precision:[0.19564602194940442] 
Query: NLB134833_01, Tunefamily: 10373_0, average precision:[0.18387337941393916] 
Query: NLB134863_01, Tunefamily: 10373_0, average precision:[0.19450462378043237] 
Query: NLB134869_01, Tunefamily: 10373_0, average precision:[0.1412508182840119] 
Query: NLB134915_01, Tunefamily: 10373_0, average precision:[0.18387337941393916] 
Query: NLB134917_01, Tunefamily: 10373_0, average precision:[0.1412508182840119] 
Query: NLB134919_01, Tunefamily: 10373_0, average precision:[0.11976068434747832] 
Query: NLB134920_01, Tunefamily: 10373_0, average precision:[0.19564602194940442] 
Query: NLB134921_01, Tunefamily: 10373_0, average precision:[0.12138395422934016] 
Query: NLB134922_01, Tunefamily: 10373_0, average precision:[0.19450462378043237] 
Query: NLB183426_01, Tunefamily: 10373_0, average precision:[0.18387337941393916] 
Query: NLB183427_01, Tunefamily: 10373_0, average precision:[0.05986851518241787] 
Query: NLB183428_01, Tunefamily: 10373_0, average precision:[0.0763019232164437] 
Query: NLB183429_01, Tunefamily: 10373_0, average precision:[0.19564602194940442] 
Query: NLB183430_01, Tunefamily: 10373_0, average precision:[0.12138395422934016] 
Query: NLB183431_01, Tunefamily: 10373_0, average precision:[0.19450462378043237] 
Query: NLB134837_01, Tunefamily: 10375_0, average precision:[0.6685499058380414] 
Query: NLB134936_01, Tunefamily: 10375_0, average precision:[0.33620888174220315] 
Query: NLB134937_01, Tunefamily: 10375_0, average precision:[0.6685499058380414] 
Query: NLB124570_01, Tunefamily: 10395_0, average precision:[0.43153000845308537] 
Query: NLB133674_01, Tunefamily: 10395_0, average precision:[0.6095238095238096] 
Query: NLB147986_01, Tunefamily: 10395_0, average precision:[0.43075007780890134] 
Query: NLB015044_01, Tunefamily: 10404_0, average precision:[0.53125] 
Query: NLB136839_01, Tunefamily: 10404_0, average precision:[0.54] 
Query: NLB135719_01, Tunefamily: 10411_0, average precision:[0.5909090909090909] 
Query: NLB137712_01, Tunefamily: 10411_0, average precision:[0.6111111111111112] 
Query: NLB075883_01, Tunefamily: 10430_1, average precision:[0.7] 
Query: NLB076242_01, Tunefamily: 10430_1, average precision:[0.8333333333333333] 
Query: NLB129143_01, Tunefamily: 10430_2, average precision:[1.0] 
Query: NLB139868_01, Tunefamily: 10430_2, average precision:[1.0] 
Query: NLB142585_01, Tunefamily: 10430_2, average precision:[1.0] 
Query: NLB127165_01, Tunefamily: 10446_0, average precision:[0.2593280019927055] 
Query: NLB127165_02, Tunefamily: 10446_0, average precision:[0.3170282193941156] 
Query: NLB132732_01, Tunefamily: 10446_0, average precision:[0.3229200256142832] 
Query: NLB147993_01, Tunefamily: 10446_0, average precision:[0.25020516345622157] 
Query: NLB124908_01, Tunefamily: 1044_0, average precision:[0.2589795986177565] 
Query: NLB128212_01, Tunefamily: 1044_0, average precision:[0.25414165328482513] 
Query: NLB147034_01, Tunefamily: 1044_0, average precision:[0.5095551944143494] 
Query: NLB150850_01, Tunefamily: 1044_0, average precision:[0.4279455747925355] 
Query: NLB135569_01, Tunefamily: 10451_0, average precision:[0.35624048464856634] 
Query: NLB136708_01, Tunefamily: 10451_0, average precision:[0.2517845926078905] 
Query: NLB152206_01, Tunefamily: 10451_0, average precision:[0.2548158063292477] 
Query: NLB192431_01, Tunefamily: 10451_0, average precision:[0.3642416504722737] 
Query: NLB148764_01, Tunefamily: 10476_0, average precision:[0.26796398046398046] 
Query: NLB151532_01, Tunefamily: 10476_0, average precision:[0.5025635886078307] 
Query: NLB165743_01, Tunefamily: 10476_0, average precision:[0.5025635886078307] 
Query: NLB182779_01, Tunefamily: 10476_0, average precision:[0.2575825551001639] 
Query: NLB167792_01, Tunefamily: 10488_0, average precision:[0.5833333333333334] 
Query: NLB167802_01, Tunefamily: 10488_0, average precision:[0.5454545454545454] 
Query: NLB075120_01, Tunefamily: 10493_1, average precision:[0.5003471017007983] 
Query: NLB075267_01, Tunefamily: 10493_1, average precision:[0.5002559508574353] 
Query: NLB135752_01, Tunefamily: 1049_0, average precision:[0.696969696969697] 
Query: NLB182932_01, Tunefamily: 1049_0, average precision:[0.5632478632478632] 
Query: NLB183365_01, Tunefamily: 1049_0, average precision:[0.6680161943319838] 
Query: NLB074198_01, Tunefamily: 10513_0, average precision:[0.1658292236256267] 
Query: NLB074198_02, Tunefamily: 10513_0, average precision:[0.14639802580364886] 
Query: NLB074302_01, Tunefamily: 10513_0, average precision:[0.16867681740460885] 
Query: NLB074302_02, Tunefamily: 10513_0, average precision:[0.15222900186153854] 
Query: NLB074559_01, Tunefamily: 10513_0, average precision:[0.14680877451282687] 
Query: NLB075235_01, Tunefamily: 10513_0, average precision:[0.15022692746837799] 
Query: NLB137671_01, Tunefamily: 10513_0, average precision:[0.16794967855650444] 
Query: NLB104674_01, Tunefamily: 10530_0, average precision:[1.0] 
Query: NLB139819_01, Tunefamily: 10530_0, average precision:[1.0] 
Query: NLB170286_01, Tunefamily: 10530_0, average precision:[1.0] 
Query: NLB138129_01, Tunefamily: 1053_0, average precision:[0.75] 
Query: NLB190979_01, Tunefamily: 1053_0, average precision:[1.0] 
Query: NLB074561_01, Tunefamily: 10542_1, average precision:[0.5034129692832765] 
Query: NLB076206_01, Tunefamily: 10542_1, average precision:[0.5161290322580645] 
Query: NLB075432_01, Tunefamily: 10544_0, average precision:[0.5070921985815603] 
Query: NLB075432_02, Tunefamily: 10544_0, average precision:[0.5058479532163742] 
Query: NLB076406_01, Tunefamily: 10546_0, average precision:[0.6833333333333333] 
Query: NLB143745_01, Tunefamily: 10546_0, average precision:[0.34738641219199545] 
Query: NLB170283_01, Tunefamily: 10546_0, average precision:[0.6833333333333333] 
Query: NLB128903_01, Tunefamily: 1054_0, average precision:[1.0] 
Query: NLB135084_01, Tunefamily: 1054_0, average precision:[1.0] 
Query: NLB151599_01, Tunefamily: 1054_0, average precision:[1.0] 
Query: NLB151964_01, Tunefamily: 1054_0, average precision:[1.0] 
Query: NLB177577_01, Tunefamily: 1054_0, average precision:[1.0] 
Query: NLB182973_01, Tunefamily: 1054_0, average precision:[1.0] 
Query: NLB183419_01, Tunefamily: 1054_0, average precision:[1.0] 
Query: NLB196523_01, Tunefamily: 1054_0, average precision:[1.0] 
Query: NLB071952_01, Tunefamily: 10552_0, average precision:[0.34182395993836673] 
Query: NLB075281_01, Tunefamily: 10552_0, average precision:[0.33553034511244995] 
Query: NLB075837_01, Tunefamily: 10552_0, average precision:[0.33793949727453565] 
Query: NLB074696_01, Tunefamily: 10554_0, average precision:[0.33378077723359467] 
Query: NLB075678_01, Tunefamily: 10554_0, average precision:[0.33361341655706445] 
Query: NLB075678_02, Tunefamily: 10554_0, average precision:[0.33414015206711645] 
Query: NLB070651_01, Tunefamily: 10567_0, average precision:[0.6676145339652448] 
Query: NLB109642_01, Tunefamily: 10567_0, average precision:[0.3336673826366446] 
Query: NLB170291_01, Tunefamily: 10567_0, average precision:[0.6676460985961475] 
Query: NLB146027_01, Tunefamily: 10573_0, average precision:[1.0] 
Query: NLB170274_01, Tunefamily: 10573_0, average precision:[1.0] 
Query: NLB137955_01, Tunefamily: 10597_0, average precision:[1.0] 
Query: NLB137994_01, Tunefamily: 10597_0, average precision:[1.0] 
Query: NLB075899_01, Tunefamily: 10599_0, average precision:[0.5476190476190477] 
Query: NLB075899_02, Tunefamily: 10599_0, average precision:[0.34755776322721454] 
Query: NLB170277_01, Tunefamily: 10599_0, average precision:[0.5158730158730158] 
Query: NLB125007_01, Tunefamily: 1059_0, average precision:[0.5001302083333333] 
Query: NLB134808_01, Tunefamily: 1059_0, average precision:[0.5001762425096934] 
Query: NLB111744_01, Tunefamily: 10608_0, average precision:[0.5011210762331838] 
Query: NLB144324_01, Tunefamily: 10608_0, average precision:[0.5012610340479193] 
Query: NLB075884_01, Tunefamily: 10622_0, average precision:[0.8333333333333333] 
Query: NLB076233_01, Tunefamily: 10622_0, average precision:[0.8333333333333333] 
Query: NLB076506_01, Tunefamily: 10624_0, average precision:[0.5060975609756098] 
Query: NLB140243_01, Tunefamily: 10624_0, average precision:[0.5058823529411764] 
Query: NLB124811_01, Tunefamily: 10628_0, average precision:[0.625] 
Query: NLB170288_01, Tunefamily: 10628_0, average precision:[0.5833333333333334] 
Query: NLB136502_01, Tunefamily: 10631_0, average precision:[0.2531928534703574] 
Query: NLB170295_01, Tunefamily: 10631_0, average precision:[0.12670263858903258] 
Query: NLB176505_01, Tunefamily: 10631_0, average precision:[0.34638217651388864] 
Query: NLB177278_01, Tunefamily: 10631_0, average precision:[0.37982907558291273] 
Query: NLB178172_01, Tunefamily: 10631_0, average precision:[0.2531928534703574] 
Query: NLB178173_01, Tunefamily: 10631_0, average precision:[0.13233824822686682] 
Query: NLB184216_01, Tunefamily: 10631_0, average precision:[0.37850355101482674] 
Query: NLB195563_01, Tunefamily: 10631_0, average precision:[0.12590493335131447] 
Query: NLB075894_01, Tunefamily: 10634_0, average precision:[0.6686746987951807] 
Query: NLB076448_01, Tunefamily: 10634_0, average precision:[0.6681933842239186] 
Query: NLB076464_01, Tunefamily: 10634_0, average precision:[0.34460963233330366] 
Query: NLB125253_01, Tunefamily: 10643_0, average precision:[0.5909090909090909] 
Query: NLB170281_01, Tunefamily: 10643_0, average precision:[0.6111111111111112] 
Query: NLB152409_01, Tunefamily: 10687_0, average precision:[0.6111111111111112] 
Query: NLB175309_01, Tunefamily: 10687_0, average precision:[0.625] 
Query: NLB074313_01, Tunefamily: 10698_0, average precision:[0.3339082485770362] 
Query: NLB075283_01, Tunefamily: 10698_0, average precision:[0.3340045158129782] 
Query: NLB076261_01, Tunefamily: 10698_0, average precision:[0.33372537719429685] 
Query: NLB074304_01, Tunefamily: 10707_0, average precision:[0.3386308752738729] 
Query: NLB074304_02, Tunefamily: 10707_0, average precision:[0.33962274774774776] 
Query: NLB075633_01, Tunefamily: 10707_0, average precision:[0.3341967443763851] 
Query: NLB167161_01, Tunefamily: 10729_0, average precision:[1.0] 
Query: NLB179436_01, Tunefamily: 10729_0, average precision:[1.0] 
Query: NLB071953_01, Tunefamily: 10743_0, average precision:[1.0] 
Query: NLB071953_02, Tunefamily: 10743_0, average precision:[1.0] 
Query: NLB075869_01, Tunefamily: 10746_1, average precision:[0.504725200575403] 
Query: NLB075869_02, Tunefamily: 10746_1, average precision:[0.504725200575403] 
Query: NLB076408_01, Tunefamily: 10746_1, average precision:[0.5045387255231815] 
Query: NLB076408_02, Tunefamily: 10746_1, average precision:[0.5028946144162881] 
Query: NLB076235_01, Tunefamily: 10746_2, average precision:[1.0] 
Query: NLB076235_02, Tunefamily: 10746_2, average precision:[0.9166666666666666] 
Query: NLB076235_03, Tunefamily: 10746_2, average precision:[0.8666666666666667] 
Query: NLB178462_01, Tunefamily: 10752_0, average precision:[1.0] 
Query: NLB179041_01, Tunefamily: 10752_0, average precision:[1.0] 
Query: NLB075193_01, Tunefamily: 10761_0, average precision:[0.75] 
Query: NLB075640_01, Tunefamily: 10761_0, average precision:[0.8333333333333333] 
Query: NLB075926_01, Tunefamily: 10764_2, average precision:[1.0] 
Query: NLB076936_01, Tunefamily: 10764_2, average precision:[1.0] 
Query: NLB074905_01, Tunefamily: 10766_0, average precision:[0.17765026059824032] 
Query: NLB075089_01, Tunefamily: 10766_0, average precision:[0.21507639154417482] 
Query: NLB075094_01, Tunefamily: 10766_0, average precision:[0.27449772755980456] 
Query: NLB075214_01, Tunefamily: 10766_0, average precision:[0.17771581570806225] 
Query: NLB075329_01, Tunefamily: 10766_0, average precision:[0.15486446247724928] 
Query: NLB075625_01, Tunefamily: 10766_0, average precision:[0.14935524121991156] 
Query: NLB076228_01, Tunefamily: 10766_0, average precision:[0.14521958806954005] 
Query: NLB071006_01, Tunefamily: 10777_3, average precision:[0.7794117647058824] 
Query: NLB103620_01, Tunefamily: 10777_3, average precision:[0.8928571428571428] 
Query: NLB112444_01, Tunefamily: 10777_3, average precision:[0.38825757575757575] 
Query: NLB146020_01, Tunefamily: 10777_3, average precision:[0.5875] 
Query: NLB075882_01, Tunefamily: 10783_0, average precision:[1.0] 
Query: NLB075882_02, Tunefamily: 10783_0, average precision:[1.0] 
Query: NLB076238_01, Tunefamily: 10783_0, average precision:[1.0] 
Query: NLB076508_01, Tunefamily: 10787_0, average precision:[0.5002032520325204] 
Query: NLB076508_02, Tunefamily: 10787_0, average precision:[0.5001639881928501] 
Query: NLB128905_01, Tunefamily: 1078_0, average precision:[1.0] 
Query: NLB178129_01, Tunefamily: 1078_0, average precision:[1.0] 
Query: NLB075462_01, Tunefamily: 10795_0, average precision:[0.22267906600086532] 
Query: NLB075462_02, Tunefamily: 10795_0, average precision:[0.28852086456628634] 
Query: NLB075595_01, Tunefamily: 10795_0, average precision:[0.657092731829574] 
Query: NLB075595_02, Tunefamily: 10795_0, average precision:[0.47245339299030575] 
Query: NLB076544_01, Tunefamily: 10795_0, average precision:[0.6382838283828383] 
Query: NLB002921_01, Tunefamily: 1079_0, average precision:[0.0722986505120363] 
Query: NLB004882_01, Tunefamily: 1079_0, average precision:[0.14233816490880838] 
Query: NLB115858_01, Tunefamily: 1079_0, average precision:[0.4400517857446642] 
Query: NLB124888_01, Tunefamily: 1079_0, average precision:[0.06791370137671825] 
Query: NLB134762_01, Tunefamily: 1079_0, average precision:[0.06972170875487754] 
Query: NLB138006_01, Tunefamily: 1079_0, average precision:[0.14359932917283855] 
Query: NLB151387_01, Tunefamily: 1079_0, average precision:[0.5452694274143455] 
Query: NLB151957_01, Tunefamily: 1079_0, average precision:[0.4582120852215613] 
Query: NLB165710_01, Tunefamily: 1079_0, average precision:[0.4652854887955102] 
Query: NLB165711_01, Tunefamily: 1079_0, average precision:[0.5452694274143455] 
Query: NLB177685_01, Tunefamily: 1079_0, average precision:[0.21111046825295773] 
Query: NLB182880_01, Tunefamily: 1079_0, average precision:[0.5626905095259873] 
Query: NLB183422_01, Tunefamily: 1079_0, average precision:[0.5452694274143455] 
Query: NLB184973_01, Tunefamily: 1079_0, average precision:[0.21111046825295773] 
Query: NLB196832_01, Tunefamily: 1079_0, average precision:[0.5452694274143455] 
Query: NLB150197_01, Tunefamily: 107_0, average precision:[0.5384615384615384] 
Query: NLB150197_02, Tunefamily: 107_0, average precision:[0.6] 
Query: NLB152279_01, Tunefamily: 1080_1, average precision:[0.5038759689922481] 
Query: NLB192413_01, Tunefamily: 1080_1, average precision:[0.5102040816326531] 
Query: NLB072040_01, Tunefamily: 10816_0, average precision:[0.2526323235640717] 
Query: NLB075841_01, Tunefamily: 10816_0, average precision:[0.04683476290213693] 
Query: NLB075841_02, Tunefamily: 10816_0, average precision:[0.04683476290213693] 
Query: NLB075841_03, Tunefamily: 10816_0, average precision:[0.2506253527845363] 
Query: NLB138123_01, Tunefamily: 10840_0, average precision:[0.7101449275362319] 
Query: NLB192065_01, Tunefamily: 10840_0, average precision:[0.7222222222222222] 
Query: NLB195453_01, Tunefamily: 10840_0, average precision:[0.38585858585858585] 
Query: NLB073950_01, Tunefamily: 10868_0, average precision:[0.504149377593361] 
Query: NLB075528_01, Tunefamily: 10868_0, average precision:[0.5014970059880239] 
Query: NLB076458_01, Tunefamily: 10871_1, average precision:[0.3345722159046066] 
Query: NLB076514_01, Tunefamily: 10871_1, average precision:[0.33429210017499994] 
